Sensor,Timestamp,Acceleration x,Acceleration y,Acceleration z,Gyroscope x,Gyroscope y,Gyroscope z
Right biceps;12,725105;-0,2197265625;-0,855712890625;0,3203125;-64,079284668;-19,3786621094;-13,5726928711
Left shoulder;12,726261;-0,235595703125;1,78100585938;0,552978515625;45,3338623047;17,2348022461;33,6074829102
Right shoulder;12,727477;-0,44482421875;0,711181640625;0,51904296875;18,5775756836;-56,282043457;-30,5709838867
Back pelvis;12,728703;0,789794921875;0,18408203125;0,320556640625;23,2849121094;19,7219848633;-5,34820556641
Front pelvis;12,737060;1,73950195312;0,057861328125;-0,158935546875;52,9251098633;-9,91821289062;10,5361938477
Belly button;12,743447;0,242919921875;0,98046875;0,107666015625;32,6614379883;70,3277587891;9,21630859375
Sternum;12,745082;0,65087890625;0,114501953125;0,789306640625;22,5296020508;8,23974609375;38,5437011719
Head;12,746510;1,04809570312;-0,03857421875;0,20556640625;11,6653442383;-17,7993774414;10,5514526367
Left thigh;12,749669;-0,30517578125;-1,12573242188;-0,042236328125;35,1028442383;-230,155944824;-31,2118530273
Left tibia;12,755436;0,322021484375;-0,87548828125;-0,2353515625;12,939453125;-37,1246337891;-3,41796875
Left foot;12,757114;0,456298828125;-0,7861328125;1,99993896484;-250,0;-55,8166503906;-111,610412598
Right thigh;12,758515;0,599365234375;-0,5546875;-0,255859375;16,4413452148;-91,0491943359;37,0254516602
Right tibia;12,761503;-0,36083984375;-1,15356445312;0,154296875;34,9807739258;-58,5479736328;-34,8739624023
Right foot;12,762972;-0,617919921875;-0,872802734375;1,12084960938;50,0030517578;217,811584473;148,60534668
Left hand;12,767394;0,718017578125;0,0224609375;0,2099609375;-5,88989257812;5,40161132812;-2,67028808594
Left forearm;12,769016;0,20751953125;-0,90625;0,09912109375;1,0986328125;-61,3098144531;71,2127685547
Left biceps;12,772417;0,184814453125;-0,905029296875;0,25;-0,938415527344;-145,866394043;57,9605102539
Right hand;12,774064;0,716552734375;-0,746337890625;0,444091796875;-18,9056396484;-12,6876831055;-23,1323242188
Right forearm;12,779472;-0,20556640625;-0,76123046875;0,49755859375;-44,7006225586;50,910949707;-53,3142089844
Right biceps;12,781043;-0,157958984375;-1,0498046875;0,347412109375;-59,0667724609;-8,14819335938;-10,139465332
Left shoulder;12,784159;0,052490234375;1,10180664062;0,463623046875;-2,42614746094;-15,6402587891;2,89916992188
Right shoulder;12,785418;-0,2373046875;0,734619140625;0,339111328125;35,026550293;-60,6307983398;-39,5202636719
Back pelvis;12,787381;0,84619140625;0,16943359375;0,32470703125;17,219543457;-10,1013183594;2,75421142578
Front pelvis;12,788685;0,988037109375;0,01513671875;-0,3720703125;0,579833984375;4,55474853516;17,5552368164
Belly button;12,791201;0,42578125;0,88623046875;0,2529296875;35,4461669922;73,6999511719;4,95910644531
Sternum;12,792728;0,65087890625;0,109619140625;0,75830078125;30,8074951172;11,6424560547;44,8455810547
Head;12,794485;1,18041992188;-0,0986328125;0,2060546875;8,76617431641;4,07409667969;7,95745849609
Left thigh;12,796217;-0,253173828125;-0,95166015625;0,012939453125;45,1278686523;-198,89831543;-21,9573974609
Left tibia;12,798572;0,332763671875;-0,884765625;-0,251953125;18,8751220703;-44,1513061523;-7,49969482422
Left foot;12,799940;0,00732421875;-0,2275390625;1,037109375;-26,5731811523;-26,5960693359;16,9448852539
Right thigh;12,801136;0,426513671875;-0,564208984375;0,091552734375;44,3725585938;-123,710632324;13,2675170898
Right tibia;12,802312;-0,320556640625;-1,310546875;0,121826171875;48,4085083008;-99,8687744141;-77,2857666016
Right foot;12,804730;-0,161376953125;-2,0;0,887451171875;-11,0168457031;92,1478271484;206,665039062
Left hand;12,805890;0,766357421875;0,012939453125;0,212646484375;-1,77001953125;-0,442504882812;17,8833007812
Left forearm;12,807193;0,29296875;-1,365234375;0,0849609375;-36,003112793;-77,1713256836;119,674682617
Left biceps;12,808386;0,234375;-0,822265625;0,28125;-12,3977661133;-142,127990723;58,0215454102
Right hand;12,810765;0,744384765625;-0,752685546875;0,46533203125;-3,04412841797;-9,14001464844;-19,6380615234
Right forearm;12,811928;-0,369384765625;-0,708740234375;0,4189453125;-38,1698608398;54,801940918;-46,4782714844
Right biceps;12,813104;-0,190185546875;-1,19091796875;0,31787109375;-1,80053710938;41,7327880859;33,805847168
Left shoulder;12,814280;-0,001220703125;0,898681640625;0,551513671875;-11,5356445312;-11,474609375;-8,056640625
Right shoulder;12,816691;-0,21142578125;0,763671875;0,3798828125;31,9976806641;-46,8215942383;-35,5911254883
Back pelvis;12,817848;0,91259765625;0,154296875;0,304443359375;18,6614990234;-9,87243652344;14,4119262695
Front pelvis;12,819099;0,766845703125;-0,106689453125;-0,09423828125;70,3048706055;18,7301635742;0,740051269531
Belly button;12,820304;0,6943359375;1,1943359375;-0,221923828125;65,6967163086;103,523254395;-7,70568847656
Sternum;12,822737;0,623046875;0,13525390625;0,71923828125;38,9709472656;14,7705078125;48,3856201172
Head;12,823918;1,18725585938;-0,18896484375;0,165771484375;9,33074951172;-26,4587402344;10,871887207
Left thigh;12,825101;-0,440673828125;-0,81982421875;0,028564453125;52,4215698242;-177,993774414;-13,2141113281
Left tibia;12,826273;0,449462890625;-0,86962890625;-0,150390625;25,6881713867;-55,061340332;-5,04302978516
Left foot;12,828673;0,513671875;-0,004150390625;1,01123046875;-10,4370117188;5,14221191406;2,06756591797
Right thigh;12,829846;0,34228515625;-0,663818359375;0,34716796875;83,8165283203;-182,403564453;8,97979736328
Right tibia;12,831197;0,094482421875;-1,51220703125;-0,48681640625;62,9119873047;-153,579711914;-89,0274047852
Right foot;12,832429;1,02978515625;-2,0;0,796142578125;-148,567199707;22,3541259766;249,992370605
Left hand;12,835324;0,85791015625;0,006103515625;0,205078125;0,755310058594;-3,92913818359;43,1365966797
Left forearm;12,836590;0,025390625;-1,505859375;-0,004638671875;-51,4984130859;-116,149902344;160,797119141
Left biceps;12,837778;0,26318359375;-0,760498046875;0,143310546875;-21,3012695312;-127,20489502;45,2041625977
Right hand;12,839012;0,775390625;-0,808837890625;0,45263671875;9,44519042969;-6,47735595703;-10,1547241211
Right forearm;12,841416;-0,4130859375;-0,668701171875;0,56787109375;-26,5350341797;41,0308837891;-32,2723388672
Right biceps;12,842575;-0,2919921875;-0,7119140625;0,35546875;13,2751464844;43,5791015625;-21,3623046875
Left shoulder;12,843934;0,10546875;0,87255859375;0,646728515625;2,90679931641;-6,99615478516;5,45501708984
Right shoulder;12,845135;-0,2802734375;0,763671875;0,370849609375;27,8472900391;-41,9845581055;-35,6063842773
Back pelvis;12,847547;1,04296875;0,1259765625;0,294189453125;13,1530761719;-24,3759155273;12,9699707031
Front pelvis;12,848736;0,99658203125;0,14501953125;0,247802734375;81,1004638672;31,2118530273;-7,70568847656
Belly button;12,849929;0,57275390625;1,10766601562;-0,098388671875;24,0249633789;73,8525390625;5,37872314453
Sternum;12,851186;0,8984375;0,05908203125;0,90869140625;56,510925293;-5,615234375;53,9016723633
Head;12,853521;1,03125;-0,2421875;0,142822265625;15,3121948242;-13,671875;12,3443603516
Left thigh;12,854728;-0,30078125;-0,9677734375;-0,0859375;54,7714233398;-169,410705566;-13,2675170898
Left tibia;12,855957;0,526611328125;-0,837890625;-0,196044921875;17,0593261719;-34,1720581055;1,19018554688
Left foot;12,857144;0,262939453125;-0,01806640625;0,987060546875;0,0686645507812;-5,39398193359;-3,66973876953
Right thigh;12,859535;0,0126953125;-1,08935546875;0,14697265625;32,3715209961;-129,15802002;3,91387939453
Right tibia;12,860727;0,408447265625;-1,04907226562;-0,678466796875;6,44683837891;-250,0;9,72747802734
Right foot;12,861908;1,99993896484;-2,0;0,342041015625;-250,0;-26,1306762695;249,992370605
Left hand;12,863140;0,92333984375;0,020751953125;0,200439453125;3,82232666016;-5,16510009766;65,1321411133
Left forearm;12,865782;0,018310546875;-1,1015625;0,013671875;-78,4606933594;-206,642150879;151,977539062
Left biceps;12,867029;0,1474609375;-0,826416015625;0,29833984375;-27,9769897461;-106,292724609;26,1993408203
Right hand;12,868276;0,81103515625;-0,806640625;0,441650390625;22,705078125;-5,68389892578;7,21740722656
Right forearm;12,869469;-0,391357421875;-0,6748046875;0,550048828125;-17,6010131836;42,4270629883;-19,3786621094
Right biceps;12,871901;-0,33935546875;-0,759765625;0,33740234375;-16,6625976562;-2,26593017578;8,18634033203
Left shoulder;12,873077;0,07763671875;0,929931640625;0,674560546875;7,53784179688;7,28607177734;11,1541748047
Right shoulder;12,874239;-0,249267578125;0,742431640625;0,358642578125;27,1453857422;-42,8619384766;-35,4919433594
Back pelvis;12,875442;1,03540039062;0,104248046875;0,25146484375;7,53021240234;-23,8800048828;14,1372680664
Front pelvis;12,878172;1,23095703125;0,447021484375;-0,033203125;51,7044067383;-16,8075561523;-13,786315918
Belly button;12,879480;0,51904296875;1,03662109375;-0,17431640625;24,8489379883;81,1080932617;-10,8337402344
Sternum;12,880767;0,87451171875;0,01416015625;0,83154296875;52,4826049805;7,32421875;47,4548339844
Head;12,881976;1,18115234375;-0,25732421875;0,097900390625;20,5459594727;-6,98089599609;12,1231079102
Left thigh;12,884413;-0,110107421875;-1,01904296875;-0,03662109375;81,3751220703;-128,623962402;-19,287109375
Left tibia;12,885594;0,546630859375;-0,829345703125;-0,17578125;14,7857666016;-34,2559814453;14,4653320312
Left foot;12,886775;0,294921875;0,02294921875;0,97412109375;4,07409667969;-7,85064697266;-3,67736816406
Right thigh;12,895295;0,101318359375;-1,14135742188;0,194580078125;-29,0451049805;-41,7251586914;38,9175415039
Right tibia;12,901625;0,438720703125;-0,994873046875;-0,62548828125;-21,1791992188;-168,449401855;1,63269042969
Right foot;12,903236;1,99993896484;-1,10522460938;0,201904296875;-250,0;-167,205810547;249,992370605
Left hand;12,904723;0,967041015625;0,05908203125;0,18798828125;2,51007080078;-8,73565673828;82,4127197266
Left forearm;12,906113;0,090576171875;-1,0791015625;0,207275390625;-90,7592773438;-220,947265625;148,056030273
Left biceps;12,910804;0,157470703125;-0,874267578125;0,372802734375;-35,9573364258;-111,366271973;15,13671875
Right hand;12,915896;0,86669921875;-0,7802734375;0,41259765625;38,0859375;-6,89697265625;20,3323364258
Right forearm;12,917424;-0,4736328125;-0,748291015625;0,5556640625;-13,6871337891;12,5274658203;-7,15637207031
Right biceps;12,918945;-0,366943359375;-0,71337890625;0,373046875;-20,866394043;-44,1284179688;8,29315185547
Left shoulder;12,921925;0,091796875;1,0556640625;0,561767578125;0,869750976562;20,4849243164;7,01141357422
Right shoulder;12,923458;-0,21923828125;0,814453125;0,42333984375;24,3377685547;-30,2658081055;-27,7633666992
Back pelvis;12,928122;1,03588867188;0,13037109375;0,18359375;-9,59777832031;-0,587463378906;-1,953125
Front pelvis;12,929883;0,801513671875;0,00537109375;-0,145263671875;24,7421264648;13,5803222656;-4,03594970703
Belly button;12,933051;0,59033203125;1,02758789062;-0,23583984375;44,075012207;115,165710449;1,59454345703
Sternum;12,934410;0,809326171875;-0,21630859375;0,79150390625;52,3452758789;-1,84631347656;61,3174438477
Head;12,938933;1,18334960938;-0,24267578125;0,11083984375;23,7197875977;-1,47247314453;11,4288330078
Left thigh;12,940537;0,029541015625;-0,9423828125;-0,0517578125;83,7707519531;-141,624450684;-8,43048095703
Left tibia;12,943486;0,311767578125;-0,899658203125;-0,1513671875;7,67517089844;-51,1703491211;27,8625488281
Left foot;12,944770;0,295654296875;0,035888671875;0,982177734375;-1,708984375;-9,26971435547;3,19671630859
Right thigh;12,946479;1,39013671875;-0,259033203125;-0,047607421875;145,286560059;-250,0;51,7654418945
Right tibia;12,948461;0,227294921875;-0,974365234375;-0,332275390625;-12,20703125;-139,350891113;24,0783691406
Right foot;12,950949;0,15380859375;-2,0;1,99993896484;-100,563049316;99,2126464844;28,3126831055
Left hand;12,952189;1,28198242188;-0,029052734375;0,22509765625;12,4893188477;-6,53839111328;99,2965698242
Left forearm;12,953366;0,158203125;-1,27270507812;0,261474609375;-59,9746704102;-181,510925293;157,516479492
Left biceps;12,955283;0,22314453125;-0,888671875;0,382080078125;-40,8630371094;-99,7848510742;9,46807861328
Right hand;12,957757;0,907470703125;-0,754638671875;0,3837890625;42,9534912109;-3,21960449219;30,8380126953
Right forearm;12,959007;-0,4345703125;-0,7490234375;0,50830078125;-9,11712646484;-16,960144043;6,21795654297
Right biceps;12,960281;-0,305419921875;-0,818359375;0,389404296875;-15,8615112305;-67,4438476562;6,98089599609
Left shoulder;12,961466;0,092041015625;0,8720703125;0,475830078125;-11,0244750977;30,6549072266;1,53350830078
Right shoulder;12,963906;-0,220458984375;0,8154296875;0,413330078125;24,3225097656;-20,4544067383;-18,6767578125
Back pelvis;12,965371;0,916748046875;0,039794921875;0,156494140625;-21,125793457;-12,7410888672;-7,46154785156
Front pelvis;12,966555;0,70849609375;-0,04345703125;0,06591796875;23,3154296875;17,936706543;1,52587890625
Belly button;12,967825;0,4853515625;0,927734375;-0,285888671875;56,3507080078;139,289855957;4,98199462891
Sternum;12,970161;0,79833984375;-0,1171875;0,842041015625;47,4319458008;3,06701660156;53,5888671875
Head;12,971353;1,01049804688;-0,216796875;0,130126953125;26,4587402344;10,9100341797;8,63647460938
Left thigh;12,972583;0,147705078125;-0,90869140625;-0,0361328125;77,7130126953;-144,813537598;1,78527832031
Left tibia;12,973774;0,232666015625;-0,967041015625;-0,220947265625;11,71875;-60,5926513672;30,403137207
Left foot;12,976173;0,3173828125;0,012939453125;0,9638671875;-3,173828125;-6,39343261719;8,45336914062
Right thigh;12,977339;0,99951171875;-0,48876953125;0,068115234375;152,74810791;-250,0;-5,14984130859
Right tibia;12,978501;0,236083984375;-0,762939453125;-0,23486328125;-16,9219970703;-163,467407227;76,6754150391
Right foot;12,979753;0,358154296875;-0,478759765625;1,33544921875;34,6603393555;-69,5571899414;130,493164062
Left hand;12,982079;1,32958984375;0,02783203125;0,218505859375;16,5252685547;-7,47680664062;117,622375488
Left forearm;12,983249;0,141845703125;-1,11059570312;0,161376953125;-48,6450195312;-152,565002441;155,647277832
Left biceps;12,984457;0,224365234375;-0,935302734375;0,333984375;-39,6423339844;-58,3267211914;-0,312805175781
Right hand;12,985645;0,942626953125;-0,772216796875;0,32373046875;43,2052612305;0,778198242188;45,7077026367
Right forearm;12,988003;-0,310302734375;-0,787353515625;0,5810546875;-4,52423095703;-38,0935668945;6,91986083984
Right biceps;12,989169;-0,3193359375;-0,89111328125;0,388916015625;-9,33837890625;-60,7223510742;32,8826904297
Left shoulder;12,990334;0,115234375;0,76123046875;0,45361328125;-10,4370117188;38,8031005859;9,87243652344
Right shoulder;12,991949;-0,225341796875;0,8154296875;0,43505859375;25,3372192383;-16,0675048828;-11,5203857422
Back pelvis;12,994401;1,20288085938;-0,068603515625;0,733642578125;29,9606323242;-29,6630859375;47,1267700195
Front pelvis;12,995694;0,740478515625;0,12158203125;0,162109375;37,6663208008;13,5040283203;-3,19671630859
Belly button;12,996892;0,460205078125;0,816650390625;-0,172607421875;51,3534545898;115,341186523;11,0092163086
Sternum;12,998114;0,800537109375;0,006103515625;0,826904296875;53,2531738281;1,53350830078;51,9790649414
Head;13,000495;0,854736328125;-0,181396484375;0,120361328125;28,1143188477;11,6653442383;1,46484375
Left thigh;13,001656;0,20361328125;-0,82080078125;0,0771484375;48,6145019531;-138,824462891;6,96563720703
Left tibia;13,002852;0,44580078125;-0,844970703125;-0,204345703125;11,9552612305;-49,4842529297;33,6227416992
Left foot;13,004013;0,328857421875;0,014892578125;0,979248046875;-2,52532958984;-7,26318359375;8,78143310547
Right thigh;13,006322;0,59521484375;-1,01000976562;-0,061767578125;50,0335693359;-200,325012207;-39,8254394531
Right tibia;13,007550;0,4599609375;-0,77783203125;-0,1123046875;6,34002685547;-139,518737793;120,391845703
Right foot;13,008717;-0,4384765625;-0,272216796875;0,681640625;50,9948730469;23,8342285156;-23,8189697266
Left hand;13,009918;1,171875;0,1435546875;0,19970703125;30,76171875;-15,3579711914;125,396728516
Left forearm;13,012340;0,041259765625;-1,09838867188;0,1044921875;-56,9458007812;-162,788391113;145,095825195
Left biceps;13,013500;0,19189453125;-1,1923828125;0,074462890625;-26,5121459961;36,6821289062;-21,7361450195
Right hand;13,014724;1,12329101562;-0,83935546875;0,294189453125;64,6896362305;0,221252441406;51,3229370117
Right forearm;13,015904;-0,410888671875;-0,966796875;0,4951171875;-0,91552734375;-36,7431640625;7,30133056641
Right biceps;13,018207;-0,349609375;-0,903076171875;0,354736328125;-9,98687744141;-84,0225219727;39,8635864258
Left shoulder;13,019431;0,11572265625;0,736572265625;0,439453125;-3,92150878906;46,6079711914;16,357421875
Right shoulder;13,020613;-0,31689453125;0,822998046875;0,422607421875;29,3045043945;-5,80596923828;-8,56781005859
Back pelvis;13,021840;0,93115234375;-0,10986328125;0,6171875;3,36456298828;-11,7797851562;6,40869140625
Front pelvis;13,024270;0,908203125;0,187744140625;0,158447265625;34,5993041992;5,05828857422;-4,07409667969
Belly button;13,025437;0,515869140625;0,792724609375;-0,17724609375;56,3583374023;99,5330810547;18,1045532227
Sternum;13,026602;0,656005859375;0,072021484375;0,689453125;57,6095581055;13,7710571289;48,0804443359
Head;13,027843;0,76220703125;-0,1220703125;0,1171875;28,5873413086;4,92858886719;-7,63702392578
Left thigh;13,030179;0,127197265625;-0,765380859375;0,1513671875;23,7884521484;-149,452209473;19,0048217773
Left tibia;13,031344;0,328369140625;-0,908203125;-0,08251953125;6,30950927734;-43,7622070312;42,1981811523
Left foot;13,032788;0,31884765625;0,03759765625;0,98095703125;0,259399414062;-9,83428955078;15,9683227539
Right thigh;13,034009;0,517822265625;-1,00561523438;0,03369140625;-11,4135742188;-110,885620117;-40,9698486328
Right tibia;13,043277;0,345458984375;-0,780029296875;-0,01171875;9,57489013672;-120,246887207;160,766601562
Right foot;13,048086;0,19873046875;-0,178955078125;1,07568359375;-22,5296020508;-16,7465209961;-162,162780762
Left hand;13,049592;1,11352539062;0,237060546875;0,186279296875;47,8439331055;-31,9137573242;118,957519531
Left forearm;13,051199;0,113525390625;-1,10546875;0,1416015625;-51,3305664062;-172,607421875;124,282836914
Left biceps;13,054029;-0,023681640625;-1,09741210938;0,162841796875;-17,1966552734;31,6925048828;-29,2053222656
Right hand;13,057212;1,20239257812;-0,77880859375;0,277099609375;103,073120117;-14,0686035156;56,8466186523
Right forearm;13,058907;-0,4970703125;-1,21997070312;0,454345703125;-5,53131103516;-50,8193969727;20,4925537109
Right biceps;13,060471;-0,3330078125;-0,91015625;0,330322265625;-13,4201049805;-109,05456543;37,1170043945
Left shoulder;13,067238;0,134033203125;0,75537109375;0,464599609375;1,64031982422;55,5877685547;20,9426879883
Right shoulder;13,068711;-0,363037109375;0,87548828125;0,356689453125;43,8613891602;-4,83703613281;-3,41796875
Back pelvis;13,070094;0,826171875;-0,083251953125;0,60498046875;21,7437744141;26,3824462891;17,9672241211
Front pelvis;13,071659;1,04907226562;0,1142578125;0,167236328125;21,5682983398;2,39562988281;-0,633239746094
Belly button;13,076098;0,513916015625;0,81884765625;-0,085693359375;53,0090332031;105,522155762;11,8560791016
Sternum;13,077609;0,564453125;-0,0478515625;0,5576171875;70,4116821289;7,75909423828;55,1910400391
Head;13,080258;0,75341796875;-0,07861328125;0,09228515625;27,6947021484;-1,42669677734;-13,6413574219
Left thigh;13,084002;0,2841796875;-0,753173828125;0,187744140625;6,79779052734;-132,804870605;26,0772705078
Left tibia;13,086965;-0,1533203125;-1,09155273438;-0,103759765625;6,84356689453;-116,271972656;43,4036254883
Left foot;13,090294;0,361083984375;-0,037353515625;0,958740234375;1,73187255859;-12,2985839844;14,1906738281
Right thigh;13,092176;0,406005859375;-1,08056640625;0,037353515625;1,36566162109;-70,6558227539;-24,2691040039
Right tibia;13,093962;0,4091796875;-0,9140625;0,039306640625;-2,47192382812;-128,425598145;180,221557617
Right foot;13,096653;-0,132568359375;-0,347412109375;1,04077148438;0,160217285156;-11,0778808594;-13,9312744141
Left hand;13,097839;1,2158203125;0,30126953125;0,29248046875;51,2771606445;-43,3731079102;97,7401733398
Left forearm;13,099161;0,165283203125;-1,07885742188;0,148681640625;-42,1447753906;-151,428222656;111,015319824
Left biceps;13,100463;-0,040771484375;-1,03686523438;0,0830078125;-3,07464599609;-3,69262695312;-22,6440429688
Right hand;13,102929;1,13916015625;-0,751953125;0,265869140625;106,513977051;-7,96508789062;62,9730224609
Right forearm;13,104501;-0,3857421875;-1,36962890625;0,479736328125;11,1541748047;-77,6062011719;32,829284668
Right biceps;13,105746;-0,3359375;-0,93701171875;0,29052734375;-23,8494873047;-132,392883301;38,1011962891
Left shoulder;13,107073;0,17431640625;0,7900390625;0,47900390625;1,01470947266;68,5958862305;28,5263061523
Right shoulder;13,109429;-0,885986328125;1,21875;0,427978515625;38,7420654297;12,5732421875;-13,4735107422
Back pelvis;13,110580;0,994384765625;0,033447265625;0,587646484375;11,5280151367;22,5448608398;-13,3056640625
Front pelvis;13,111987;1,04638671875;0,1083984375;0,033935546875;30,6015014648;8,75854492188;-9,43756103516
Belly button;13,113254;0,525634765625;0,833251953125;-0,11669921875;64,1403198242;119,972229004;6,41632080078
Sternum;13,115712;0,609130859375;-0,0830078125;0,571044921875;75,0961303711;3,12042236328;61,5692138672
Head;13,116916;0,788330078125;-0,06982421875;0,05712890625;27,5039672852;-8,14819335938;-13,0844116211
Left thigh;13,118088;0,357666015625;-0,666748046875;0,25537109375;-13,7786865234;-101,593017578;25,8102416992
Left tibia;13,119277;-0,24072265625;-1,0419921875;-0,5947265625;-1,22833251953;-163,650512695;3,2958984375
Left foot;13,121618;0,346923828125;-0,022216796875;0,978759765625;6,93511962891;-19,8516845703;9,57489013672
Right thigh;13,122813;0,508544921875;-0,8544921875;0,042236328125;37,1780395508;-88,3636474609;3,94439697266
Right tibia;13,123996;0,517578125;-0,957763671875;0,013427734375;-11,2152099609;-101,39465332;183,540344238
Right foot;13,125223;-0,082275390625;-0,385009765625;0,89306640625;-2,01416015625;-3,92150878906;1,01470947266
Left hand;13,127664;1,15576171875;0,383544921875;0,39111328125;15,8004760742;-51,2771606445;78,1326293945
Left forearm;13,128840;0,1142578125;-1,01904296875;0,11328125;-37,6739501953;-123,489379883;94,0246582031
Left biceps;13,129991;-0,000244140625;-1,0517578125;0,0224609375;14,9993896484;-30,9219360352;-11,8103027344
Right hand;13,131332;0,98193359375;-0,67041015625;0,23828125;98,5336303711;-1,96075439453;83,6410522461
Right forearm;13,133727;-0,2470703125;-1,06103515625;0,4130859375;21,6293334961;-68,84765625;48,3169555664
Right biceps;13,134971;-0,259521484375;-0,969482421875;0,209716796875;-24,6505737305;-132,850646973;26,741027832
Left shoulder;13,136143;0,2001953125;0,745361328125;0,446044921875;-2,40325927734;80,1391601562;35,5987548828
Right shoulder;13,137345;-0,703125;0,948486328125;0,2431640625;39,0853881836;-16,3803100586;-14,6179199219
Back pelvis;13,140111;0,962890625;-0,3623046875;0,5126953125;67,9016113281;-27,099609375;32,600402832
Front pelvis;13,141325;0,941650390625;0,158447265625;0,07080078125;16,7617797852;19,6990966797;-12,5885009766
Belly button;13,142498;0,539306640625;0,8818359375;-0,19189453125;70,0531005859;128,875732422;0,579833984375
Sternum;13,143766;0,68701171875;-0,046875;0,654052734375;71,533203125;8,16345214844;57,5637817383
Head;13,146436;0,88720703125;-0,043701171875;0,054443359375;27,7862548828;-10,0326538086;-11,5737915039
Left thigh;13,147798;-0,059326171875;-0,90869140625;0,116943359375;-100,242614746;-175,773620605;48,7060546875
Left tibia;13,149013;-0,286865234375;-1,03588867188;-0,550537109375;42,2439575195;-250,0;-66,2994384766
Left foot;13,150238;0,311279296875;-0,01513671875;1,01391601562;23,7579345703;-24,0478515625;15,3732299805
Right thigh;13,152677;0,508544921875;-0,7431640625;0,013671875;65,2389526367;-114,631652832;0,06103515625
Right tibia;13,153852;0,380615234375;-1,08374023438;0,077392578125;-31,2728881836;-79,7271728516;165,573120117
Right foot;13,155078;-0,1318359375;-0,397705078125;0,895263671875;0,579833984375;-2,66265869141;-2,89916992188
Left hand;13,156250;1,05322265625;0,330322265625;0,400390625;6,08062744141;-40,4357910156;67,3294067383
Left forearm;13,158591;0,0556640625;-0,989013671875;0,078369140625;-35,6140136719;-111,49597168;71,2509155273
Left biceps;13,159826;0,05908203125;-1,0283203125;0,134765625;30,7388305664;-54,4357299805;-11,9400024414
Right hand;13,161007;0,936767578125;-0,582763671875;0,155517578125;76,5991210938;8,22448730469;102,500915527
Right forearm;13,162222;-0,115966796875;-0,85302734375;0,332763671875;22,0260620117;-24,9710083008;56,2744140625
Right biceps;13,164815;-0,55078125;-1,23999023438;0,114990234375;-23,8037109375;-141,731262207;16,8609619141
Left shoulder;13,166063;0,19384765625;0,78271484375;0,40625;-4,46319580078;90,4235839844;40,9469604492
Right shoulder;13,167274;-0,512939453125;0,8994140625;0,299072265625;25,9170532227;-28,6331176758;-10,8184814453
Back pelvis;13,168442;0,97265625;-0,257568359375;0,315673828125;48,2482910156;-37,1475219727;34,8129272461
Front pelvis;13,170806;1,0576171875;0,32666015625;0,20361328125;-2,36511230469;22,1939086914;-23,2467651367
Belly button;13,171952;0,54736328125;0,89306640625;-0,147705078125;53,8177490234;123,359680176;1,19781494141
Sternum;13,173094;0,77392578125;-0,0205078125;0,751953125;60,0967407227;15,1672363281;48,3703613281
Head;13,174240;0,956787109375;-0,057373046875;0,068359375;28,1372070312;-3,45611572266;-10,5972290039
Left thigh;13,176713;0,38330078125;-1,537109375;0,15283203125;-74,6841430664;-150,405883789;17,5399780273
Left tibia;13,177888;-0,318115234375;-1,267578125;-0,0400390625;133,46862793;-250,0;-80,8792114258
Left foot;13,179110;0,37744140625;0,025146484375;1,01171875;42,8009033203;-27,3895263672;42,9000854492
Right thigh;13,180303;0,48583984375;-0,6865234375;0,117919921875;74,4094848633;-141,593933105;-10,7498168945
Right tibia;13,182673;0,662841796875;-1,09643554688;0,278076171875;-13,2064819336;-31,9442749023;90,1565551758
Right foot;13,183853;-0,1279296875;-0,45361328125;0,884521484375;9,10949707031;-0,0457763671875;1,88446044922
Left hand;13,185030;0,9208984375;0,243408203125;0,38232421875;39,436340332;-29,8309326172;50,8880615234
Left forearm;13,186193;0,0322265625;-0,94873046875;0,068115234375;-36,2396240234;-119,941711426;28,8925170898
Left biceps;13,189077;0,22998046875;-0,793701171875;0,1171875;29,2739868164;-55,2062988281;9,17053222656
Right hand;13,190279;1,02661132812;-0,536376953125;0,09765625;84,3048095703;6,37817382812;103,439331055
Right forearm;13,191530;-0,344482421875;-1,1318359375;0,29736328125;27,8778076172;-41,2139892578;60,6918334961
Right biceps;13,192729;-0,56884765625;-1,14404296875;-0,000732421875;-31,1508178711;-173,33984375;15,4800415039
Left shoulder;13,195126;0,164306640625;0,816162109375;0,335693359375;-7,08770751953;96,5042114258;46,4859008789
Right shoulder;13,196303;-0,6982421875;0,90966796875;0,400390625;10,871887207;-13,298034668;-13,1072998047
Back pelvis;13,197474;0,86962890625;-0,153076171875;0,2626953125;43,6477661133;16,1590576172;23,7731933594
Front pelvis;13,207441;1,302734375;0,18505859375;0,120361328125;18,4173583984;11,6119384766;-16,8685913086
Belly button;13,210478;0,52197265625;0,912841796875;-0,091552734375;46,4553833008;124,76348877;-0,701904296875
Sternum;13,215428;0,741455078125;0,005859375;0,75146484375;46,2188720703;27,2064208984;36,4303588867
Head;13,217075;0,898193359375;-0,100830078125;0,0625;32,7758789062;-0,518798828125;-5,09643554688
Left thigh;13,218567;-0,4951171875;-0,825439453125;0,338623046875;-34,7747802734;-57,8079223633;25,764465332
Left tibia;13,221620;0,937744140625;-0,881591796875;0,499755859375;82,7713012695;-250,0;-56,9686889648
Left foot;13,223067;0,27001953125;-0,1884765625;0,97607421875;70,068359375;-34,2102050781;151,748657227
